"label","text"
"spam","This link expires today. ShopKart alert: unusual activity detected. confirm identity to secure your card."
"ham","Cab is waiting near gate 2. Call me if you cannot find it. Bring your ID if needed."
"ham","Subject: Bring your ID if needed. Please bring rice on the way back."
"ham","DM: Class notes for English are uploaded in the group folder. Reference #2409."
"ham","Update: Cab is waiting near gate 5. Call me if you cannot find it. I added it to the calendar."
"spam","WhatsApp: Private photo found with your name. Open http://bonus.example/start to remove it. Processing takes only 2 minutes."
"ham","WhatsApp: I will be near lab 2. I transferred Rs 2000 for repair. Please check and confirm."
"spam","Notification: Reply OK for details. Data entry work: earn Rs 2000 per day from home. Message WIN to start."
"ham","Notification: Cab is waiting near gate 3. Call me if you cannot find it. No rush."
"spam","Notification: Your reward is already reserved. Congratulations Raj, you won bonus. confirm identity before in 10 minutes."
"ham","I added it to the calendar. Thanks for sharing the notes. I will read it tonight."
"spam","DM: Final notice: profile access expires now. Verify now at http://secure-login.example/verify Only selected users can access this."
"spam","Private photo found with your name. Open http://tiny.example/pay to remove it. Reply START for details."
"spam","Subject: forex bonus active for within 24 hours. Deposit $700 and double returns. Offer id WIN24."
"spam","Telegram: Telegram verification available today. Share login code to continue. This link expires before midnight."
"spam","Alert: Processing takes only 2 minutes. Private post found with your name. Open www.account-check.example to remove it."
"ham","Telegram: Reminder: interview appointment is scheduled for 10:30 AM. Thanks again."
"ham","I transferred Rs 5000 for rent. Please check and confirm. No rush."
"spam","Part-time job: earn Rs 500 per day from home. Message OK to start. Do not ignore this message."
"ham","Telegram: The release update is ready. Feedback welcome when you get time. Thanks again."
"ham","DM: Please bring tea on the way back. I will be near main office."
"spam","Telegram: MailBox alert: unusual activity detected. claim now to secure your profile. Reply OK for details."
"spam","Reply YES for details. Part-time job: earn Rs 2000 per day from home. Message START to start."
"spam","WhatsApp: Private post found with your name. Open www.claim-reward.example to remove it. Do not ignore this message."
"ham","Subject: Thanks for sharing the proposal. I will read it tonight. Shared in the official group."
"spam","Alert: No documents required. PayFast reward unlocked. Claim cash prize using code SAVE50."
"ham","Subject: Thanks for sharing the report. I will read it tonight. Bring your ID if needed."
"ham","No rush. Please bring vegetables on the way back."
"ham","DM: Amit, meeting moved to 10:30 AM. Please confirm when free. We can discuss this later."
"spam","Your email account KYC is incomplete. Send OTP to avoid locked. Your reward is already reserved."
"spam","Video liking job: earn $100 per day from home. Message WIN to start. Limited seats available."
"spam","WhatsApp: Processing takes only 2 minutes. ShopKart alert: unusual activity detected. confirm identity to secure your cloud storage."
"ham","Shared in the official group. Lunch at 3 PM? I can book the table if that works."
"ham","Subject: Can you review the notes before tomorrow's call? Thanks again."
"spam","WhatsApp: Support ticket #2135 is open. Online work: earn Rs 500 per day from home. Message WIN to start."
"spam","Reply OK for details. MailBox alert: unusual activity detected. verify immediately to secure your wallet."
"spam","You are selected for Rs 50,000 instant loan. Reply WIN now. Reply JOIN for details."
"ham","Amit, meeting moved to 1 PM. Please confirm when free. Please confirm once done."
"ham","Reminder: dentist appointment is scheduled for 10:30 AM. Bring your ID if needed."
"spam","Re: bitcoin bonus active for now. Deposit Rs 5000 and double returns. Offer id WIN24."
"spam","WhatsApp: Congratulations Priya, you won cash prize. confirm identity before within 24 hours. Only selected users can access this."
"ham","Update: Shared in the official group. Class notes for history are uploaded in the group folder."
"ham","Reference #3404. Reminder: support appointment is scheduled for 9 AM."
"ham","Update: Reference #6297. Can you review the presentation before tomorrow's call?"
"spam","investment bonus active for before midnight. Deposit Rs 2000 and double returns. Reply OK for details."
"ham","Your parcel order is out for delivery. Track it in the official app. Call me after 1 PM."
"ham","Notification: I added it to the calendar. Reminder: dentist appointment is scheduled for 9 AM."
"ham","DM: Reminder: doctor appointment is scheduled for 6:30 PM. I will be near room 101."
"spam","Notification: forex bonus active for within 24 hours. Deposit $100 and double returns. Limited seats available."
"spam","Notification: ShopKart reward unlocked. Claim bonus using code LUCKY7. Limited seats available."
"spam","Telegram: Your cloud storage KYC is incomplete. Send OTP to avoid blocked. Do not ignore this message."
"ham","Notification: The dashboard update is ready. Feedback welcome when you get time. Please confirm once done."
"spam","WhatsApp: Congratulations Friend, you won iPhone. claim now before within 24 hours. This link expires within 24 hours."
"ham","WhatsApp: Lunch at 9 AM? I can book the table if that works. I will be near conference room."
"ham","Telegram: Cab is waiting near gate 3. Call me if you cannot find it. Please confirm once done."
"spam","Subject: Data entry work: earn Rs 2000 per day from home. Message START to start. No documents required."
"spam","DM: No documents required. InstaHelp reward unlocked. Claim free recharge using code LUCKY7."
"spam","Notification: Congratulations Customer, you won free recharge. verify immediately before today. No documents required."
"spam","Telegram: Do not ignore this message. Congratulations Customer, you won bonus. verify immediately before now."
"spam","WhatsApp: Reply START for details. Private photo found with your name. Open www.claim-reward.example to remove it."
"spam","Notification: Your reward is already reserved. Your bank account KYC is incomplete. Send OTP to avoid closed."
"spam","Telegram: Online work: earn $700 per day from home. Message WIN to start. Limited seats available."
"ham","Telegram: Shared in the official group. Class notes for ML are uploaded in the group folder."
"ham","Telegram: We can discuss this later. Cab is waiting near gate 4. Call me if you cannot find it."
"spam","Limited seats available. Your card KYC is incomplete. Send OTP to avoid suspended."
"spam","Twitter verification available today. Share login code to continue. Reply OK for details."
"spam","You are selected for instant cash instant loan. Reply YES now. Limited seats available."
"ham","Thanks for sharing the presentation. I will read it tonight. No rush."
"spam","bitcoin bonus active for now. Deposit Rs 500 and double returns. No documents required."
"spam","DM: Part-time job: earn Rs 500 per day from home. Message START to start. Reply JOIN for details."
"ham","WhatsApp: The dashboard update is ready. Feedback welcome when you get time. I will be near lab 2."
"spam","DM: Reply JOIN for details. Data entry work: earn $100 per day from home. Message JOIN to start."
"ham","Your grocery order is out for delivery. Track it in the official app. I added it to the calendar."
"ham","DM: Call me after 10:30 AM. Reminder: service appointment is scheduled for tomorrow."
"spam","No documents required. trading bonus active for now. Deposit Rs 5000 and double returns."
"ham","Notification: Please bring bread on the way back. I added it to the calendar."
"spam","DM: MailBox reward unlocked. Claim gift card using code SAVE50. Your reward is already reserved."
"spam","Re: Reply JOIN for details. package is pending. Pay a small redelivery fee at www.account-check.example"
